support,itemsets,length
0.24465733235077378,"frozenset({'a', 'uː', 'i'})",3
0.2442888725128961,"frozenset({'aː', 'iː', 'u'})",3
0.24281503316138542,"frozenset({'aː', 'uː', 'u'})",3
0.24244657332350775,"frozenset({'a', 'e', 'ɛ'})",3
0.2406042741341194,"frozenset({'aː', 'uː', 'i'})",3
0.23176123802505527,"frozenset({'ɛ', 'ɔ', 'e'})",3
0.23065585851142226,"frozenset({'o', 'ɛ', 'ɔ'})",3
0.22844509948415623,frozenset({'ə'}),1
0.21554900515843772,frozenset({'eː'}),1
0.210759027266028,frozenset({'oː'}),1
0.20891672807663964,"frozenset({'ə', 'i'})",2
0.20412675018422993,"frozenset({'eː', 'iː'})",2
0.2033898305084746,"frozenset({'ə', 'u'})",2
0.20117907148120856,"frozenset({'ə', 'a'})",2
0.20044215180545322,"frozenset({'ə', 'i', 'u'})",3
0.1993367722918202,"frozenset({'oː', 'iː'})",2
0.19896831245394253,"frozenset({'o', 'iː'})",2
0.19786293294030952,"frozenset({'iː', 'e'})",2
0.19602063375092116,"frozenset({'o', 'iː', 'i'})",3
0.1941783345615328,"frozenset({'oː', 'eː'})",2
0.19344141488577746,"frozenset({'a', 'eː'})",2
0.19344141488577746,"frozenset({'iː', 'i', 'e'})",3
0.19307295504789979,"frozenset({'eː', 'i'})",2
0.19086219602063376,"frozenset({'eː', 'uː'})",2
0.19049373618275608,"frozenset({'aː', 'e'})",2
0.1901252763448784,"frozenset({'o', 'aː'})",2
0.1901252763448784,"frozenset({'oː', 'i'})",2
0.18828297715549006,"frozenset({'ĩ', 'i'})",2
0.18828297715549006,frozenset({'ĩ'}),1
0.18791451731761238,"frozenset({'eː', 'uː', 'iː'})",3
0.18791451731761238,"frozenset({'aː', 'eː'})",2
0.1875460574797347,"frozenset({'eː', 'e'})",2
0.1875460574797347,"frozenset({'ə', 'a', 'i'})",3
0.18717759764185704,"frozenset({'eː', 'iː', 'i'})",3
0.1864406779661017,"frozenset({'oː', 'a'})",2
0.1864406779661017,"frozenset({'o', 'aː', 'a'})",3
0.18607221812822403,"frozenset({'aː', 'a', 'e'})",3
0.18533529845246868,"frozenset({'oː', 'eː', 'iː'})",3
0.184966838614591,"frozenset({'a', 'eː', 'iː'})",3
0.18459837877671334,"frozenset({'o', 'oː'})",2
0.18459837877671334,"frozenset({'o', 'aː', 'i'})",3
0.18349299926308033,"frozenset({'uː', 'e'})",2
0.18349299926308033,"frozenset({'oː', 'iː', 'i'})",3
0.18349299926308033,"frozenset({'oː', 'aː'})",2
0.18349299926308033,"frozenset({'oː', 'uː'})",2
0.18312453942520265,"frozenset({'o', 'iː', 'e'})",3
0.18312453942520265,frozenset({'ã'}),1
0.18312453942520265,"frozenset({'aː', 'i', 'e'})",3
0.1823876197494473,"frozenset({'o', 'a', 'iː'})",3
0.1823876197494473,"frozenset({'a', 'iː', 'e'})",3
0.18201915991156964,"frozenset({'eː', 'i', 'e'})",3
0.18165070007369197,"frozenset({'eː', 'u'})",2
0.18165070007369197,"frozenset({'ə', 'a', 'u'})",3
0.18165070007369197,"frozenset({'aː', 'a', 'eː'})",3
0.18165070007369197,"frozenset({'o', 'uː'})",2
0.1812822402358143,"frozenset({'iː', 'u', 'e'})",3
0.1812822402358143,"frozenset({'o', 'iː', 'u'})",3
0.18091378039793662,"frozenset({'aː', 'eː', 'iː'})",3
0.18091378039793662,"frozenset({'eː', 'iː', 'e'})",3
0.18054532056005895,"frozenset({'uː', 'iː', 'e'})",3
0.18054532056005895,"frozenset({'oː', 'uː', 'iː'})",3
0.18054532056005895,"frozenset({'a', 'ã'})",2
0.18017686072218128,"frozenset({'o', 'i', 'oː'})",3
0.18017686072218128,"frozenset({'ã', 'i'})",2
0.1798084008843036,"frozenset({'uː', 'u', 'e'})",3
0.17907148120854827,"frozenset({'o', 'uː', 'iː'})",3
0.17907148120854827,"frozenset({'eː', 'i', 'u'})",3
0.1787030213706706,"frozenset({'o', 'uː', 'u'})",3
0.1787030213706706,"frozenset({'oː', 'a', 'iː'})",3
0.1787030213706706,"frozenset({'aː', 'iː', 'e'})",3
0.17833456153279292,"frozenset({'o', 'aː', 'iː'})",3
0.17796610169491525,"frozenset({'uː', 'i', 'e'})",3
0.17796610169491525,"frozenset({'oː', 'aː', 'a'})",3
0.17796610169491525,"frozenset({'o', 'iː', 'oː'})",3
0.17796610169491525,"frozenset({'o', 'uː', 'i'})",3
0.17759764185703758,"frozenset({'a', 'ã', 'i'})",3
0.1772291820191599,"frozenset({'oː', 'aː', 'iː'})",3
0.1772291820191599,"frozenset({'o', 'eː'})",2
0.17686072218128224,"frozenset({'ĩ', 'a'})",2
0.17686072218128224,"frozenset({'oː', 'u'})",2
0.17686072218128224,"frozenset({'a', 'eː', 'i'})",3
0.17686072218128224,"frozenset({'ĩ', 'a', 'i'})",3
0.1761238025055269,"frozenset({'o', 'aː', 'e'})",3
0.17575534266764922,"frozenset({'oː', 'eː', 'i'})",3
0.17538688282977155,"frozenset({'oː', 'eː', 'uː'})",3
0.17501842299189388,"frozenset({'aː', 'u', 'e'})",3
0.1746499631540162,"frozenset({'aː', 'eː', 'i'})",3
0.1746499631540162,"frozenset({'eː', 'uː', 'u'})",3
0.1746499631540162,"frozenset({'eː', 'iː', 'u'})",3
0.17428150331613854,"frozenset({'oː', 'i', 'u'})",3
0.17428150331613854,"frozenset({'a', 'eː', 'e'})",3
0.1735445836403832,"frozenset({'ĩ', 'u'})",2
0.1735445836403832,"frozenset({'eː', 'uː', 'i'})",3
0.1735445836403832,"frozenset({'oː', 'a', 'eː'})",3
0.1735445836403832,"frozenset({'ĩ', 'i', 'u'})",3
0.1735445836403832,frozenset({'ũ'}),1
0.17317612380250552,"frozenset({'o', 'aː', 'u'})",3
0.17317612380250552,"frozenset({'ũ', 'i'})",2
0.17317612380250552,"frozenset({'ũ', 'u'})",2
0.17317612380250552,"frozenset({'o', 'eː', 'i'})",3
0.17280766396462785,"frozenset({'oː', 'e'})",2
0.17280766396462785,"frozenset({'uː', 'a', 'eː'})",3
0.17280766396462785,"frozenset({'ũ', 'i', 'u'})",3
0.17280766396462785,"frozenset({'o', 'eː', 'e'})",3
0.17243920412675018,frozenset({'ɨ'}),1
0.1720707442888725,"frozenset({'aː', 'eː', 'e'})",3
0.1720707442888725,"frozenset({'o', 'eː', 'iː'})",3
0.17170228445099484,"frozenset({'eː', 'u', 'e'})",3
0.17170228445099484,"frozenset({'oː', 'a', 'i'})",3
0.17133382461311716,"frozenset({'o', 'eː', 'oː'})",3
0.17133382461311716,"frozenset({'oː', 'aː', 'eː'})",3
0.1709653647752395,"frozenset({'oː', 'aː', 'i'})",3
0.17059690493736182,"frozenset({'o', 'uː', 'e'})",3
0.17059690493736182,"frozenset({'o', 'a', 'oː'})",3
0.17022844509948415,"frozenset({'oː', 'aː', 'o'})",3
0.16985998526160648,"frozenset({'o', 'oː', 'e'})",3
0.1694915254237288,"frozenset({'aː', 'eː', 'uː'})",3
0.1694915254237288,"frozenset({'a', 'uː', 'e'})",3
0.16912306558585113,"frozenset({'oː', 'eː', 'e'})",3
0.16912306558585113,"frozenset({'eː', 'uː', 'e'})",3
0.16912306558585113,"frozenset({'oː', 'iː', 'u'})",3
0.16875460574797346,"frozenset({'oː', 'uː', 'u'})",3
0.1683861459100958,"frozenset({'oː', 'i', 'e'})",3
0.16801768607221812,"frozenset({'oː', 'uː', 'i'})",3
0.16801768607221812,"frozenset({'o', 'u', 'oː'})",3
0.16728076639646278,"frozenset({'aː', 'uː', 'e'})",3
0.1669123065585851,"frozenset({'oː', 'eː', 'u'})",3
0.1669123065585851,"frozenset({'oː', 'iː', 'e'})",3
0.16654384672070743,"frozenset({'ĩ', 'ã'})",2
0.16654384672070743,"frozenset({'ĩ', 'ã', 'i'})",3
0.16654384672070743,"frozenset({'a', 'eː', 'u'})",3
0.16617538688282976,"frozenset({'o', 'a', 'uː'})",3
0.1658069270449521,"frozenset({'ã', 'u'})",2
0.1658069270449521,"frozenset({'ɨ', 'i'})",2
0.1658069270449521,"frozenset({'i', 'ã', 'u'})",3
0.16543846720707442,"frozenset({'o', 'a', 'eː'})",3
0.16543846720707442,"frozenset({'aː', 'eː', 'u'})",3
0.16507000736919675,"frozenset({'ĩ', 'a', 'ã'})",3
0.1643330876934414,"frozenset({'o', 'uː', 'oː'})",3
0.1643330876934414,"frozenset({'o', 'eː', 'u'})",3
0.16396462785556373,"frozenset({'ə', 'e'})",2
0.16359616801768606,"frozenset({'o', 'aː', 'uː'})",3
0.16359616801768606,"frozenset({'o', 'aː', 'eː'})",3
0.16359616801768606,"frozenset({'a', 'ã', 'u'})",3
0.16359616801768606,"frozenset({'oː', 'a', 'uː'})",3
0.16285924834193072,"frozenset({'ĩ', 'a', 'u'})",3
0.16249078850405305,"frozenset({'a', 'ũ'})",2
0.16249078850405305,"frozenset({'a', 'ũ', 'u'})",3
0.16212232866617537,"frozenset({'a', 'ũ', 'i'})",3
0.16212232866617537,"frozenset({'ĩ', 'ũ'})",2
0.16212232866617537,"frozenset({'ĩ', 'ũ', 'i'})",3
0.1617538688282977,"frozenset({'ĩ', 'ũ', 'u'})",3
0.1617538688282977,"frozenset({'oː', 'aː', 'uː'})",3
0.16138540899042003,"frozenset({'o', 'eː', 'uː'})",3
0.16028002947678702,"frozenset({'oː', 'u', 'e'})",3
0.16028002947678702,"frozenset({'o', 'ə'})",2
0.159174649963154,"frozenset({'oː', 'a', 'e'})",3
0.159174649963154,"frozenset({'oː', 'a', 'u'})",3
0.159174649963154,"frozenset({'ə', 'i', 'e'})",3
0.159174649963154,"frozenset({'a', 'ɨ'})",2
0.15880619012527636,"frozenset({'oː', 'aː', 'u'})",3
0.15880619012527636,"frozenset({'oː', 'aː', 'e'})",3
0.15733235077376567,"frozenset({'o', 'ə', 'i'})",3
0.156963890935888,"frozenset({'oː', 'uː', 'e'})",3
0.15659543109801033,"frozenset({'ə', 'u', 'e'})",3
0.15475313190862197,"frozenset({'a', 'ɨ', 'i'})",3
0.15401621223286663,"frozenset({'o', 'ə', 'u'})",3
0.15364775239498896,"frozenset({'ã', 'ũ'})",2
0.15364775239498896,"frozenset({'ũ', 'ã', 'i'})",3
0.15327929255711129,"frozenset({'ũ', 'ã', 'u'})",3
0.15327929255711129,"frozenset({'ɨ', 'u'})",2
0.1529108327192336,"frozenset({'o', 'ĩ'})",2
0.1529108327192336,"frozenset({'o', 'ĩ', 'i'})",3
0.15254237288135594,"frozenset({'a', 'ã', 'ũ'})",3
0.15254237288135594,"frozenset({'ĩ', 'ã', 'u'})",3
0.15217391304347827,"frozenset({'ĩ', 'i', 'e'})",3
0.15217391304347827,"frozenset({'ĩ', 'e'})",2
0.15217391304347827,"frozenset({'ĩ', 'a', 'ũ'})",3
0.15106853352984526,"frozenset({'o', 'ã'})",2
0.15106853352984526,"frozenset({'ɨ', 'i', 'u'})",3
0.15070007369196758,"frozenset({'o', 'ə', 'e'})",3
0.14996315401621224,"frozenset({'o', 'ã', 'i'})",3
0.14959469417833457,frozenset({'ɪ'}),1
0.14959469417833457,"frozenset({'ã', 'e'})",2
0.1492262343404569,"frozenset({'ã', 'i', 'e'})",3
0.14885777450257923,"frozenset({'o', 'a', 'ã'})",3
0.14885777450257923,"frozenset({'ə', 'a', 'e'})",3
0.14701547531319087,"frozenset({'a', 'ã', 'e'})",3
0.14701547531319087,"frozenset({'ĩ', 'ã', 'ũ'})",3
0.14591009579955785,"frozenset({'o', 'ĩ', 'a'})",3
0.14554163596168018,"frozenset({'o', 'ə', 'a'})",3
0.1451731761238025,"frozenset({'o', 'ĩ', 'e'})",3
0.14480471628592484,"frozenset({'ĩ', 'a', 'e'})",3
0.14333087693441415,"frozenset({'o', 'ã', 'e'})",3
0.14222549742078114,"frozenset({'a', 'ɨ', 'u'})",3
0.14185703758290347,"frozenset({'ĩ', 'u', 'e'})",3
0.1414885777450258,"frozenset({'ũ', 'e'})",2
0.14112011790714812,"frozenset({'ũ', 'u', 'e'})",3
0.14112011790714812,"frozenset({'ũ', 'i', 'e'})",3
0.14112011790714812,"frozenset({'o', 'ĩ', 'u'})",3
0.14075165806927045,frozenset({'ʊ'}),1
0.1400147383935151,"frozenset({'o', 'ũ'})",2
0.1400147383935151,"frozenset({'o', 'ũ', 'u'})",3
0.13964627855563744,"frozenset({'ã', 'u', 'e'})",3
0.13964627855563744,"frozenset({'o', 'ũ', 'i'})",3
0.13854089904200442,"frozenset({'o', 'ã', 'u'})",3
0.13780397936624908,"frozenset({'o', 'ĩ', 'ã'})",3
0.13780397936624908,"frozenset({'ĩ', 'ã', 'e'})",3
0.1348563006632277,"frozenset({'a', 'ũ', 'e'})",3
0.13448784082535004,"frozenset({'o', 'ũ', 'e'})",3
0.1337509211495947,"frozenset({'o', 'a', 'ũ'})",3
0.13338246131171702,"frozenset({'ĩ', 'ũ', 'e'})",3
0.13190862196020633,"frozenset({'o', 'ĩ', 'ũ'})",3
0.12896094325718496,"frozenset({'a', 'ɪ'})",2
0.12896094325718496,"frozenset({'ã', 'ũ', 'e'})",3
0.12675018422991893,"frozenset({'o', 'ã', 'ũ'})",3
0.1234340456890199,frozenset({'õ'}),1
0.1234340456890199,"frozenset({'ɨ', 'e'})",2
0.12306558585114223,"frozenset({'o', 'ɨ'})",2
0.12269712601326456,"frozenset({'õ', 'i'})",2
0.12269712601326456,"frozenset({'ɨ', 'i', 'e'})",3
0.12232866617538689,"frozenset({'o', 'ɨ', 'i'})",3
0.12232866617538689,"frozenset({'ʊ', 'ɪ'})",2
0.12159174649963155,"frozenset({'o', 'õ'})",2
0.12122328666175387,"frozenset({'ɛ', 'iː'})",2
0.12122328666175387,"frozenset({'a', 'ʊ'})",2
0.1208548268238762,"frozenset({'o', 'õ', 'i'})",3
0.11864406779661017,"frozenset({'a', 'ɨ', 'e'})",3
0.11680176860722181,"frozenset({'o', 'a', 'ɨ'})",3
0.11643330876934414,"frozenset({'õ', 'a'})",2
0.1156963890935888,"frozenset({'õ', 'a', 'i'})",3
0.1156963890935888,"frozenset({'õ', 'o', 'a'})",3
0.11532792925571113,"frozenset({'ẽ', 'i'})",2
0.11532792925571113,frozenset({'ẽ'}),1
0.11495946941783346,"frozenset({'ɛ', 'uː'})",2
0.11459100957995579,"frozenset({'o', 'ɨ', 'e'})",3
0.11422254974207811,"frozenset({'õ', 'i', 'e'})",3
0.11422254974207811,"frozenset({'õ', 'e'})",2
0.11422254974207811,"frozenset({'ẽ', 'e'})",2
0.11422254974207811,"frozenset({'ẽ', 'i', 'e'})",3
0.11348563006632277,"frozenset({'ɨ', 'u', 'e'})",3
0.1131171702284451,"frozenset({'o', 'õ', 'e'})",3
0.1131171702284451,"frozenset({'ĩ', 'õ', 'i'})",3
0.1131171702284451,"frozenset({'ĩ', 'õ'})",2
0.11238025055268976,"frozenset({'o', 'ɨ', 'u'})",3
0.11201179071481208,"frozenset({'iː', 'ɔ'})",2
0.11201179071481208,"frozenset({'o', 'ĩ', 'õ'})",3
0.11127487103905674,"frozenset({'ɛ', 'uː', 'iː'})",3
0.11090641120117907,"frozenset({'ə', 'ɔ'})",2
0.10980103168754606,"frozenset({'ɛ', 'ɪ'})",2
0.10980103168754606,"frozenset({'õ', 'u'})",2
0.10980103168754606,"frozenset({'õ', 'i', 'u'})",3
0.10980103168754606,"frozenset({'ɛ', 'iː', 'i'})",3
0.10943257184966838,"frozenset({'o', 'ẽ', 'i'})",3
0.10943257184966838,"frozenset({'o', 'ẽ'})",2
0.10906411201179071,frozenset({'ɛː'}),1
0.10869565217391304,"frozenset({'ĩ', 'ẽ', 'i'})",3
0.10869565217391304,"frozenset({'ĩ', 'ẽ'})",2
0.10869565217391304,"frozenset({'õ', 'a', 'e'})",3
0.10832719233603537,"frozenset({'o', 'ẽ', 'e'})",3
0.10832719233603537,"frozenset({'o', 'õ', 'u'})",3
0.10832719233603537,"frozenset({'aː', 'ɛ'})",2
0.10832719233603537,"frozenset({'ə', 'ɛ'})",2
0.1079587324981577,"frozenset({'a', 'ẽ', 'e'})",3
0.1079587324981577,"frozenset({'a', 'ẽ'})",2
0.1079587324981577,"frozenset({'ʊ', 'a', 'ɪ'})",3
0.1079587324981577,"frozenset({'a', 'ẽ', 'i'})",3
0.1079587324981577,"frozenset({'ĩ', 'ẽ', 'e'})",3
0.10759027266028003,"frozenset({'õ', 'ã'})",2
0.10722181282240235,"frozenset({'uː', 'ɔ'})",2
0.10722181282240235,frozenset({'ɔː'}),1
0.10722181282240235,"frozenset({'ɪ', 'u'})",2
0.10685335298452468,"frozenset({'õ', 'ã', 'i'})",3
0.10685335298452468,"frozenset({'o', 'õ', 'ã'})",3
0.10685335298452468,"frozenset({'õ', 'a', 'ã'})",3
0.10685335298452468,"frozenset({'õ', 'ĩ', 'a'})",3
0.10611643330876934,"frozenset({'ĩ', 'õ', 'e'})",3
0.10574797347089167,"frozenset({'ʊ', 'i'})",2
0.10574797347089167,"frozenset({'ẽ', 'u'})",2
0.10574797347089167,"frozenset({'i', 'ẽ', 'u'})",3
0.105379513633014,"frozenset({'ə', 'ɔ', 'i'})",3
0.10501105379513632,"frozenset({'ɛ', 'iː', 'u'})",3
0.10501105379513632,"frozenset({'a', 'iː', 'ɛ'})",3
0.10501105379513632,"frozenset({'ə', 'ɔ', 'u'})",3
0.10464259395725865,"frozenset({'ẽ', 'u', 'e'})",3
0.10464259395725865,"frozenset({'ɛ', 'uː', 'u'})",3
0.10464259395725865,"frozenset({'aː', 'a', 'ɛ'})",3
0.10427413411938098,"frozenset({'õ', 'u', 'e'})",3
0.10427413411938098,"frozenset({'aː', 'ɔ'})",2
0.10427413411938098,"frozenset({'iː', 'uː', 'ɔ'})",3
0.10390567428150331,"frozenset({'ɛ', 'uː', 'i'})",3
0.10390567428150331,"frozenset({'ɪ', 'i'})",2
0.10353721444362564,"frozenset({'õ', 'a', 'u'})",3
0.10316875460574797,"frozenset({'ẽ', 'ã'})",2
0.10316875460574797,"frozenset({'o', 'õ', 'ẽ'})",3
0.10316875460574797,"frozenset({'õ', 'ẽ', 'i'})",3
0.10316875460574797,"frozenset({'ẽ', 'ã', 'e'})",3
0.10316875460574797,"frozenset({'ẽ', 'ã', 'i'})",3
0.10316875460574797,"frozenset({'õ', 'ẽ'})",2
0.1028002947678703,"frozenset({'o', 'ĩ', 'ẽ'})",3
0.1028002947678703,"frozenset({'o', 'a', 'ẽ'})",3
0.10243183492999262,"frozenset({'ĩ', 'a', 'ẽ'})",3
0.10243183492999262,"frozenset({'aː', 'a', 'ɔ'})",3
0.10243183492999262,"frozenset({'iː', 'i', 'ɔ'})",3
0.10243183492999262,"frozenset({'a', 'ẽ', 'ã'})",3
0.10243183492999262,"frozenset({'ə', 'ɛ', 'i'})",3
0.10206337509211497,"frozenset({'õ', 'ẽ', 'e'})",3
0.10132645541635962,"frozenset({'i', 'ɪ', 'u'})",3
0.10132645541635962,"frozenset({'ɛ', 'ʊ'})",2
0.10132645541635962,"frozenset({'õ', 'ã', 'e'})",3
0.10132645541635962,"frozenset({'ə', 'a', 'ɔ'})",3
0.10132645541635962,"frozenset({'a', 'iː', 'ɔ'})",3
0.10095799557848195,"frozenset({'ĩ', 'õ', 'u'})",3
0.10058953574060428,"frozenset({'ĩ', 'õ', 'ã'})",3
0.10058953574060428,"frozenset({'aː', 'ɛ', 'iː'})",3
0.10058953574060428,"frozenset({'o', 'ẽ', 'u'})",3
0.10058953574060428,"frozenset({'ɪ', 'ɔ'})",2
0.10022107590272661,"frozenset({'ɛ', 'ɛː'})",2
0.10022107590272661,"frozenset({'õ', 'ũ'})",2
0.10022107590272661,"frozenset({'ɛː', 'iː'})",2
0.10022107590272661,"frozenset({'õ', 'ũ', 'i'})",3
0.10022107590272661,"frozenset({'ə', 'ɛ', 'u'})",3
