State,SegmentClass,Phoneme,Language_Count
Mizoram,consonant,s̪|s,1
Mizoram,consonant,s̪ʲ|sʲ,1
Mizoram,consonant,t,1
Mizoram,consonant,ts,1
Mizoram,consonant,tɕ,1
Mizoram,consonant,tɕʰ,1
Mizoram,consonant,tʰ,1
Mizoram,consonant,t̪,1
Mizoram,consonant,t̪|t,1
Mizoram,consonant,t̪ɬ̪,1
Mizoram,consonant,t̪ɬ̪ʰ,1
Mizoram,consonant,t̪ʰ,1
Mizoram,consonant,t̪ʰ|tʰ,1
Mizoram,consonant,t̪ʲ|tʲ,1
Mizoram,consonant,t̪ʲʰ|tʲʰ,1
Mizoram,consonant,vʲ,1
Mizoram,consonant,w,1
Mizoram,consonant,ɕ,1
Mizoram,consonant,ɣ,1
Mizoram,consonant,ɬ̪|ɬ,1
Mizoram,consonant,ɬ̪ʲ|ɬʲ,1
Mizoram,consonant,ɲ,1
Mizoram,consonant,ɾ,1
Mizoram,consonant,ɾ̪̊,1
Mizoram,consonant,ɾ̪̊ʰ,1
Mizoram,consonant,ʍ,1
Mizoram,consonant,ʑ,1
Mizoram,consonant,ʱl,1
Mizoram,consonant,ʱm,1
Mizoram,consonant,ʱn̪,1
Mizoram,consonant,ʱŋ,1
Mizoram,consonant,ʱɾ,1
Mizoram,vowel,a,3
Mizoram,vowel,i,3
Mizoram,vowel,u,3
Mizoram,vowel,ɔ,2
Mizoram,vowel,aː,1
Mizoram,vowel,e,1
Mizoram,vowel,e̞,1
Mizoram,vowel,o,1
Mizoram,vowel,o̞,1
Mizoram,vowel,ə,1
Mizoram,vowel,ɛ,1
Nagaland,consonant,j,6
Nagaland,consonant,k,6
Nagaland,consonant,l,6
Nagaland,consonant,m,6
Nagaland,consonant,p,6
Nagaland,consonant,ts,6
Nagaland,consonant,w,6
Nagaland,consonant,ç,6
Nagaland,consonant,ɡ,6
Nagaland,consonant,b,5
Nagaland,consonant,cç,5
Nagaland,consonant,f,5
Nagaland,consonant,kʰ,5
Nagaland,consonant,l̤,5
Nagaland,consonant,pʰ,5
Nagaland,consonant,s,5
Nagaland,consonant,v,5
Nagaland,consonant,z,5
Nagaland,consonant,ŋ,5
Nagaland,consonant,ʝ,5
Nagaland,consonant,d̪,4
Nagaland,consonant,m̤,4
Nagaland,consonant,n,4
Nagaland,consonant,t̪,4
Nagaland,consonant,bv,3
Nagaland,consonant,cçʰ,3
Nagaland,consonant,d,3
Nagaland,consonant,dz,3
Nagaland,consonant,h,3
Nagaland,consonant,n̪,3
Nagaland,consonant,pf,3
Nagaland,consonant,r,3
Nagaland,consonant,t,3
Nagaland,consonant,tsʰ,3
Nagaland,consonant,tʰ,3
Nagaland,consonant,t̪ʰ,3
Nagaland,consonant,ɟʝ,3
Nagaland,consonant,ɲ,3
Nagaland,consonant,ɲ̤,3
Nagaland,consonant,n̤,2
Nagaland,consonant,n̪̤,2
Nagaland,consonant,r̤,2
Nagaland,consonant,ɦ,2
Nagaland,consonant,ɾ,2
Nagaland,consonant,ʔ,2
Nagaland,consonant,j̤,1
Nagaland,consonant,q,1
Nagaland,consonant,qʰ,1
Nagaland,consonant,t̠ʃ,1
Nagaland,consonant,t̠ʃʰ,1
Nagaland,consonant,w̤,1
Nagaland,consonant,x,1
Nagaland,consonant,ŋ̤,1
Nagaland,consonant,ɣ,1
Nagaland,consonant,ɭ͓,1
Nagaland,consonant,ɱ,1
Nagaland,consonant,ɹ,1
Nagaland,consonant,ɾ̤,1
Nagaland,consonant,ʃ,1
Nagaland,consonant,ʒ,1
Nagaland,vowel,e,6
Nagaland,vowel,i,6
Nagaland,vowel,o,6
Nagaland,vowel,u,6
Nagaland,vowel,ə,6
Nagaland,vowel,a,5
Nagaland,vowel,ɯ,2
Nagaland,vowel,e̞,1
Nagaland,vowel,u̞,1
Nagaland,vowel,ɔ,1
Nagaland,vowel,ɨ,1
Nagaland,vowel,ɪ,1
Nagaland,vowel,ʊ,1
Nagaland,vowel,ʌ,1
Odisha,consonant,k,9
Odisha,consonant,l,9
Odisha,consonant,m,9
Odisha,consonant,p,9
Odisha,consonant,s,9
Odisha,consonant,ŋ,9
Odisha,consonant,ɖ,9
Odisha,consonant,ɡ,9
Odisha,consonant,b,8
Odisha,consonant,d̪,8
Odisha,consonant,ɟʝ,8
Odisha,consonant,ɳ,8
Odisha,consonant,ʈ,8
Odisha,consonant,cç,7
Odisha,consonant,j,7
Odisha,consonant,n,7
Odisha,consonant,r,7
Odisha,consonant,t̪,7
Odisha,consonant,ɲ,7
Odisha,consonant,ɽ,7
Odisha,consonant,h,5
Odisha,consonant,n̪,5
Odisha,consonant,z,5
Odisha,consonant,ɟ,5
Odisha,consonant,ʔ,5
Odisha,consonant,t,4
Odisha,consonant,v,4
Odisha,consonant,ɭ,4
Odisha,consonant,ɾ,4
Odisha,consonant,c,3
Odisha,consonant,l̪,3
Odisha,consonant,w,3
Odisha,consonant,d,2
Odisha,consonant,dz,2
Odisha,consonant,kʰ,2
Odisha,consonant,pʰ,2
Odisha,consonant,s̪,2
Odisha,consonant,ts,2
Odisha,consonant,t̪ʰ,2
Odisha,consonant,ʂ,2
Odisha,consonant,ʈʰ,2
Odisha,consonant,b̤,1
Odisha,consonant,b̰,1
Odisha,consonant,cçʰ,1
Odisha,consonant,cʰ,1
Odisha,consonant,d̪̤,1
Odisha,consonant,d̪̺,1
Odisha,consonant,r̪,1
Odisha,consonant,tʰ,1
Odisha,consonant,t̪̰,1
Odisha,consonant,t̪̺,1
Odisha,consonant,ç,1
Odisha,consonant,ɖ̤,1
Odisha,consonant,ɟ̤,1
Odisha,consonant,ɟ̤ʝ,1
Odisha,consonant,ɡʱ,1
Odisha,consonant,ɡ̤,1
Odisha,consonant,ɽ̃,1
Odisha,consonant,ɽ̩,1
Odisha,consonant,β̞,1
Odisha,vowel,a,9
Odisha,vowel,e,9
Odisha,vowel,i,9
Odisha,vowel,u,9
Odisha,vowel,ũ,8
Odisha,vowel,ã,7
Odisha,vowel,ĩ,7
Odisha,vowel,o,7
Odisha,vowel,ũː,7
Odisha,vowel,ẽ,6
Odisha,vowel,õ̞,6
Odisha,vowel,æ̞̃,6
Odisha,vowel,ɔ,6
Odisha,vowel,ʊ̃,6
Odisha,vowel,aː,5
Odisha,vowel,eː,5
Odisha,vowel,iː,5
Odisha,vowel,õ,5
Odisha,vowel,uː,5
Odisha,vowel,ɪ̃,5
Odisha,vowel,oː,4
Odisha,vowel,ĩː,3
Odisha,vowel,ɔ̃,3
Odisha,vowel,ãː,2
Odisha,vowel,õː,2
Odisha,vowel,ɑ̃,2
Odisha,vowel,ɔː,2
Odisha,vowel,ə̃ː,2
Odisha,vowel,ɛ,2
Odisha,vowel,ɪ,2
Odisha,vowel,ai,1
Odisha,vowel,ai̯,1
Odisha,vowel,ao,1
Odisha,vowel,au̯,1
Odisha,vowel,ãi̯,1
Odisha,vowel,ãõ,1
Odisha,vowel,ãu̯,1
Odisha,vowel,a̰,1
Odisha,vowel,ea,1
Odisha,vowel,ei,1
Odisha,vowel,ei̯,1
Odisha,vowel,ẽi̯,1
Odisha,vowel,ẽː,1
Odisha,vowel,e̞,1
Odisha,vowel,e̞ː,1
Odisha,vowel,ẽ̞,1
Odisha,vowel,ḛ,1
Odisha,vowel,ia,1
Odisha,vowel,ie,1
Odisha,vowel,io,1
Odisha,vowel,ĩã,1
Odisha,vowel,ĩõ,1
Odisha,vowel,oi,1
Odisha,vowel,oi̯,1
Odisha,vowel,õi̯,1
Odisha,vowel,o̞,1
Odisha,vowel,o̞ː,1
Odisha,vowel,o̰,1
Odisha,vowel,ua,1
Odisha,vowel,ui̯,1
Odisha,vowel,ṵ,1
Odisha,vowel,æ,1
Odisha,vowel,æː,1
Odisha,vowel,æ̃,1
Odisha,vowel,ɑ̃ː,1
Odisha,vowel,ə,1
Odisha,vowel,ɛː,1
Odisha,vowel,ɛ̞,1
Odisha,vowel,ɯ̰,1
Odisha,vowel,ʊ,1
Odisha,vowel,ʌ,1
Punjab,consonant,b,1
Punjab,consonant,bː,1
Punjab,consonant,c,1
Punjab,consonant,cç,1
Punjab,consonant,cçʰ,1
Punjab,consonant,cʰ,1
Punjab,consonant,d̠ʒ,1
Punjab,consonant,d̠ʒː,1
Punjab,consonant,d̪,1
Punjab,consonant,d̻,1
Punjab,consonant,d̻ː,1
Punjab,consonant,f,1
Punjab,consonant,h,1
Punjab,consonant,j,1
Punjab,consonant,k,1
Punjab,consonant,kʰ,1
Punjab,consonant,kʰː,1
Punjab,consonant,kː,1
Punjab,consonant,l,1
Punjab,consonant,l̻,1
Punjab,consonant,l̻ː,1
Punjab,consonant,m,1
Punjab,consonant,mː,1
Punjab,consonant,n̪,1
Punjab,consonant,n̻,1
Punjab,consonant,n̻ː,1
Punjab,consonant,p,1
Punjab,consonant,pʰ,1
Punjab,consonant,pʰː,1
Punjab,consonant,pː,1
Punjab,consonant,r,1
Punjab,consonant,s,1
Punjab,consonant,s̻,1
Punjab,consonant,s̻ː,1
Punjab,consonant,t̠ʃ,1
Punjab,consonant,t̠ʃʰ,1
Punjab,consonant,t̠ʃʰː,1
Punjab,consonant,t̠ʃː,1
Punjab,consonant,t̪,1
Punjab,consonant,t̪ʰ,1
Punjab,consonant,t̻,1
Punjab,consonant,t̻ʰ,1
Punjab,consonant,t̻ʰː,1
Punjab,consonant,t̻ː,1
Punjab,consonant,w,1
Punjab,consonant,x,1
Punjab,consonant,z,1
Punjab,consonant,z̻,1
Punjab,consonant,ç,1
Punjab,consonant,ŋ,1
Punjab,consonant,ɖ,1
Punjab,consonant,ɖː,1
Punjab,consonant,ɟ,1
Punjab,consonant,ɟʝ,1
Punjab,consonant,ɡ,1
Punjab,consonant,ɡː,1
Punjab,consonant,ɣ,1
Punjab,consonant,ɦ,1
Punjab,consonant,ɭ,1
Punjab,consonant,ɲ,1
Punjab,consonant,ɳ,1
Punjab,consonant,ɽ,1
Punjab,consonant,ʂ,1
Punjab,consonant,ʃ,1
Punjab,consonant,ʈ,1
Punjab,consonant,ʈʰ,1
Punjab,consonant,ʈʰː,1
Punjab,consonant,ʈː,1
Punjab,vowel,a,1
Punjab,vowel,ã,1
Punjab,vowel,e,1
Punjab,vowel,ẽ,1
Punjab,vowel,e̞,1
Punjab,vowel,ẽ̞,1
Punjab,vowel,i,1
Punjab,vowel,ĩ,1
Punjab,vowel,o,1
Punjab,vowel,õ,1
Punjab,vowel,o̞,1
Punjab,vowel,õ̞,1
Punjab,vowel,u,1
Punjab,vowel,ũ,1
Punjab,vowel,ũː,1
Punjab,vowel,æ,1
Punjab,vowel,æ̃,1
Punjab,vowel,æ̞̃,1
Punjab,vowel,ɑ̃,1
Punjab,vowel,ɒ,1
Punjab,vowel,ɒ̃,1
Punjab,vowel,ɔ,1
Punjab,vowel,ɔ̃,1
Punjab,vowel,ə,1
Punjab,vowel,ə̃,1
Punjab,vowel,ɛ,1
Punjab,vowel,ɛ̃,1
Punjab,vowel,ɪ,1
Punjab,vowel,ɪ̃,1
Punjab,vowel,ʊ,1
Punjab,vowel,ʊ̃,1
Rajasthan,consonant,b,2
Rajasthan,consonant,d̠ʒ,2
Rajasthan,consonant,d̪,2
Rajasthan,consonant,h,2
Rajasthan,consonant,k,2
Rajasthan,consonant,kʰ,2
Rajasthan,consonant,l,2
Rajasthan,consonant,m,2
Rajasthan,consonant,n,2
Rajasthan,consonant,p,2
Rajasthan,consonant,pʰ,2
Rajasthan,consonant,s,2
Rajasthan,consonant,t̠ʃ,2
Rajasthan,consonant,t̪,2
Rajasthan,consonant,t̪ʰ,2
Rajasthan,consonant,ŋ,2
Rajasthan,consonant,ɖ,2
Rajasthan,consonant,ɡ,2
Rajasthan,consonant,ɡʱ,2
Rajasthan,consonant,ɲ,2
Rajasthan,consonant,ɳ,2
Rajasthan,consonant,ɽ,2
Rajasthan,consonant,ɾ,2
Rajasthan,consonant,ʈ,2
Rajasthan,consonant,ʈʰ,2
Rajasthan,consonant,ʝ,2
Rajasthan,consonant,bʱ,1
Rajasthan,consonant,bː,1
Rajasthan,consonant,b̤,1
Rajasthan,consonant,b̤ː,1
Rajasthan,consonant,cç,1
Rajasthan,consonant,cçʰ,1
Rajasthan,consonant,dz,1
Rajasthan,consonant,d̠ʒː,1
Rajasthan,consonant,d̠ʒ̤,1
Rajasthan,consonant,d̠ʒ̤ː,1
Rajasthan,consonant,d̠̤ʒ̤,1
Rajasthan,consonant,d̤ʒ̤,1
Rajasthan,consonant,d̤ʒ̤ː,1
Rajasthan,consonant,d̪ʱ,1
Rajasthan,consonant,d̪ː,1
Rajasthan,consonant,d̪̤,1
Rajasthan,consonant,d̪̤ː,1
Rajasthan,consonant,d̻,1
Rajasthan,consonant,d̻̤,1
Rajasthan,consonant,f,1
Rajasthan,consonant,fː,1
Rajasthan,consonant,j,1
Rajasthan,consonant,jː,1
Rajasthan,consonant,kʰː,1
Rajasthan,consonant,kː,1
Rajasthan,consonant,lː,1
Rajasthan,consonant,l̤,1
Rajasthan,consonant,l̪|l,1
Rajasthan,consonant,l̪̤|l̤,1
Rajasthan,consonant,l̻,1
Rajasthan,consonant,mʱ,1
Rajasthan,consonant,mː,1
Rajasthan,consonant,m̤,1
Rajasthan,consonant,nʱ,1
Rajasthan,consonant,nː,1
Rajasthan,consonant,n̪,1
Rajasthan,consonant,n̪ː,1
Rajasthan,consonant,n̪̤,1
Rajasthan,consonant,n̻,1
Rajasthan,consonant,pʰː,1
Rajasthan,consonant,pː,1
Rajasthan,consonant,q,1
Rajasthan,consonant,qː,1
Rajasthan,consonant,r,1
Rajasthan,consonant,rː,1
Rajasthan,consonant,r̪|r,1
Rajasthan,consonant,sː,1
Rajasthan,consonant,s̪|s,1
Rajasthan,consonant,ts,1
Rajasthan,consonant,t̠ʃʰ,1
Rajasthan,consonant,t̠ʃʰː,1
Rajasthan,consonant,t̠ʃː,1
Rajasthan,consonant,t̪ʰː,1
Rajasthan,consonant,t̪ː,1
Rajasthan,consonant,t̻,1
Rajasthan,consonant,t̻ʰ,1
Rajasthan,consonant,v,1
Rajasthan,consonant,vʱ,1
Rajasthan,consonant,w,1
Rajasthan,consonant,z,1
Rajasthan,consonant,zː,1
Rajasthan,consonant,z̪|z,1
Rajasthan,consonant,ç,1
Rajasthan,consonant,ŋː,1
Rajasthan,consonant,ɖʱ,1
Rajasthan,consonant,ɖː,1
Rajasthan,consonant,ɖ̤,1
Rajasthan,consonant,ɖ̤ː,1
Rajasthan,consonant,ɟʝ,1
Rajasthan,consonant,ɟ̤ʝ,1
Rajasthan,consonant,ɡː,1
Rajasthan,consonant,ɡ̤,1
Rajasthan,consonant,ɡ̤ː,1
Rajasthan,consonant,ɦ,1
Rajasthan,consonant,ɭ,1
Rajasthan,consonant,ɽ̃,1
Rajasthan,consonant,ɽ̤,1
Rajasthan,consonant,ʁ,1
Rajasthan,consonant,ʂ,1
Rajasthan,consonant,ʃ,1
Rajasthan,consonant,ʃː,1
Rajasthan,consonant,ʈʰː,1
Rajasthan,consonant,ʈː,1
Rajasthan,consonant,ʋ,1
Rajasthan,consonant,ʋː,1
Rajasthan,consonant,ʒ,1
Rajasthan,consonant,ʔ,1
Rajasthan,consonant,β̞,1
Rajasthan,consonant,χ,1
Rajasthan,vowel,a,2
Rajasthan,vowel,e,2
Rajasthan,vowel,i,2
Rajasthan,vowel,o,2
Rajasthan,vowel,u,2
Rajasthan,vowel,ə,2
Rajasthan,vowel,ɪ,2
Rajasthan,vowel,ʊ,2
Rajasthan,vowel,ai,1
Rajasthan,vowel,au,1
Rajasthan,vowel,aː,1
Rajasthan,vowel,ãː,1
Rajasthan,vowel,ã̈ː,1
Rajasthan,vowel,äː,1
Rajasthan,vowel,eː,1
Rajasthan,vowel,ẽː,1
Rajasthan,vowel,ẽ̞,1
Rajasthan,vowel,iː,1
Rajasthan,vowel,ĩ,1
Rajasthan,vowel,ĩː,1
Rajasthan,vowel,oː,1
Rajasthan,vowel,õ,1
Rajasthan,vowel,õː,1
Rajasthan,vowel,õ̞,1
Rajasthan,vowel,uː,1
Rajasthan,vowel,ũː,1
Rajasthan,vowel,æ,1
Rajasthan,vowel,æe̯,1
Rajasthan,vowel,æẽ̯,1
Rajasthan,vowel,æː,1
Rajasthan,vowel,æ̞̃,1
Rajasthan,vowel,ɑ,1
Rajasthan,vowel,ɑ̃,1
Rajasthan,vowel,ɔ,1
Rajasthan,vowel,ɔo̯,1
Rajasthan,vowel,ɔõ̯,1
Rajasthan,vowel,ɔː,1
Rajasthan,vowel,ɔ̃,1
Rajasthan,vowel,ɔ̃ː,1
Rajasthan,vowel,ɔ̤,1
Rajasthan,vowel,ə̃,1
Rajasthan,vowel,ɛ,1
Rajasthan,vowel,ɛː,1
Rajasthan,vowel,ɛ̃,1
Rajasthan,vowel,ɛ̃ː,1
Rajasthan,vowel,ɜ,1
Rajasthan,vowel,ɜ̃,1
Rajasthan,vowel,ɪ̃,1
Rajasthan,vowel,ɪ̈,1
Rajasthan,vowel,ʊ̃,1
Sikkim,consonant,h,2
Sikkim,consonant,j,2
Sikkim,consonant,k,2
Sikkim,consonant,l,2
Sikkim,consonant,m,2
Sikkim,consonant,n,2
Sikkim,consonant,p,2
Sikkim,consonant,s,2
Sikkim,consonant,ts,2
Sikkim,consonant,z,2
Sikkim,consonant,ŋ,2
Sikkim,consonant,ɲ,2
Sikkim,consonant,ʈ,2
Sikkim,consonant,b,1
Sikkim,consonant,cç,1
Sikkim,consonant,dz,1
Sikkim,consonant,d̪,1
Sikkim,consonant,f,1
Sikkim,consonant,kʰ,1
Sikkim,consonant,l̥,1
Sikkim,consonant,mb,1
Sikkim,consonant,nd,1
Sikkim,consonant,ndz,1
Sikkim,consonant,ndʑ,1
Sikkim,consonant,n̥,1
Sikkim,consonant,pʰ,1
Sikkim,consonant,r,1
Sikkim,consonant,r̥,1
Sikkim,consonant,t,1
Sikkim,consonant,tsʰ,1
Sikkim,consonant,tɕ,1
Sikkim,consonant,tɕʰ,1
Sikkim,consonant,tʰ,1
Sikkim,consonant,t̪,1
Sikkim,consonant,v,1
Sikkim,consonant,w,1
Sikkim,consonant,ç,1
Sikkim,consonant,ŋɡ,1
Sikkim,consonant,ŋ̊,1
Sikkim,consonant,ɕ,1
Sikkim,consonant,ɖ,1
Sikkim,consonant,ɟʝ,1
Sikkim,consonant,ɡ,1
Sikkim,consonant,ɲ̊,1
Sikkim,consonant,ɳɖ,1
Sikkim,consonant,ɾ,1
Sikkim,consonant,ʈʰ,1
Sikkim,consonant,ʑ,1
Sikkim,consonant,ʔ,1
Sikkim,consonant,ʝ,1
Sikkim,vowel,e,2
Sikkim,vowel,i,2
Sikkim,vowel,o,2
Sikkim,vowel,u,2
Sikkim,vowel,a,1
Sikkim,vowel,aː,1
Sikkim,vowel,ãː,1
Sikkim,vowel,eː,1
Sikkim,vowel,ẽː,1
Sikkim,vowel,e̞,1
Sikkim,vowel,iu,1
Sikkim,vowel,iː,1
Sikkim,vowel,ĩː,1
Sikkim,vowel,ou,1
Sikkim,vowel,oː,1
Sikkim,vowel,õː,1
Sikkim,vowel,ö,1
Sikkim,vowel,uː,1
Sikkim,vowel,ũː,1
Sikkim,vowel,üː,1
Sikkim,vowel,y,1
Sikkim,vowel,yː,1
Sikkim,vowel,ỹː,1
Sikkim,vowel,ø,1
Sikkim,vowel,øː,1
Sikkim,vowel,ø̃ː,1
Sikkim,vowel,ɐi,1
Sikkim,vowel,ɐu,1
Sikkim,vowel,ɑ,1
Sikkim,vowel,ɔ,1
Sikkim,vowel,ɛ,1
Sikkim,vowel,ɛː,1
Sikkim,vowel,ɛ̃ː,1
Sikkim,vowel,ʌ,1
Tamil Nadu,consonant,b,9
Tamil Nadu,consonant,d̪,9
Tamil Nadu,consonant,j,9
Tamil Nadu,consonant,k,9
Tamil Nadu,consonant,l,9
Tamil Nadu,consonant,m,9
Tamil Nadu,consonant,n,9
Tamil Nadu,consonant,p,9
Tamil Nadu,consonant,t̪,9
Tamil Nadu,consonant,ɖ,9
Tamil Nadu,consonant,ɡ,9
Tamil Nadu,consonant,ɭ,9
Tamil Nadu,consonant,ʈ,9
Tamil Nadu,consonant,r,8
Tamil Nadu,consonant,s,8
Tamil Nadu,consonant,ɳ,8
Tamil Nadu,consonant,cç,7
Tamil Nadu,consonant,w,7
Tamil Nadu,consonant,ŋ,7
Tamil Nadu,consonant,ɟʝ,7
Tamil Nadu,consonant,ɲ,6
Tamil Nadu,consonant,ʂ,6
Tamil Nadu,consonant,d,5
Tamil Nadu,consonant,t,5
Tamil Nadu,consonant,v,5
Tamil Nadu,consonant,ɾ,5
Tamil Nadu,consonant,n̪,4
Tamil Nadu,consonant,x,4
Tamil Nadu,consonant,z,4
Tamil Nadu,consonant,ɽ,4
Tamil Nadu,consonant,d̠ʒ,3
Tamil Nadu,consonant,f,3
Tamil Nadu,consonant,c,2
Tamil Nadu,consonant,dz,2
Tamil Nadu,consonant,h,2
Tamil Nadu,consonant,kʰ,2
Tamil Nadu,consonant,pʰ,2
Tamil Nadu,consonant,ts,2
Tamil Nadu,consonant,t̪ʰ,2
Tamil Nadu,consonant,ç,2
Tamil Nadu,consonant,ð,2
Tamil Nadu,consonant,ɟ,2
Tamil Nadu,consonant,ʈʰ,2
Tamil Nadu,consonant,ʋ,2
Tamil Nadu,consonant,ʐ,2
Tamil Nadu,consonant,ʝ,2
Tamil Nadu,consonant,b̤,1
Tamil Nadu,consonant,cçʰ,1
Tamil Nadu,consonant,d̪̤,1
Tamil Nadu,consonant,l̠˞,1
Tamil Nadu,consonant,l̥,1
Tamil Nadu,consonant,l̪,1
Tamil Nadu,consonant,m̤,1
Tamil Nadu,consonant,r̪,1
Tamil Nadu,consonant,s̪,1
Tamil Nadu,consonant,s̻̠,1
Tamil Nadu,consonant,tʰ,1
Tamil Nadu,consonant,t̠ʃ,1
Tamil Nadu,consonant,t̠ʃʰ,1
Tamil Nadu,consonant,z̪,1
Tamil Nadu,consonant,ɖ̤,1
Tamil Nadu,consonant,ɗ,1
Tamil Nadu,consonant,ɟ̤ʝ,1
Tamil Nadu,consonant,ɡʱ,1
Tamil Nadu,consonant,ɣ,1
Tamil Nadu,consonant,ɭ̥,1
Tamil Nadu,consonant,ɸ,1
Tamil Nadu,consonant,ɻ,1
Tamil Nadu,consonant,ʃ,1
Tamil Nadu,consonant,β,1
Tamil Nadu,consonant,θ,1
Tamil Nadu,vowel,i,9
Tamil Nadu,vowel,u,9
Tamil Nadu,vowel,a,8
Tamil Nadu,vowel,e,8
Tamil Nadu,vowel,o,8
Tamil Nadu,vowel,uː,6
Tamil Nadu,vowel,aː,5
Tamil Nadu,vowel,eː,5
Tamil Nadu,vowel,iː,5
Tamil Nadu,vowel,oː,5
Tamil Nadu,vowel,ə,5
Tamil Nadu,vowel,ɨ,5
Tamil Nadu,vowel,ɪ,4
Tamil Nadu,vowel,ʌ,4
Tamil Nadu,vowel,ɔ,3
Tamil Nadu,vowel,ɛ,3
Tamil Nadu,vowel,ʊ,3
Tamil Nadu,vowel,ai,2
Tamil Nadu,vowel,e̞,2
Tamil Nadu,vowel,au,1
Tamil Nadu,vowel,aɪ,1
Tamil Nadu,vowel,aʊ,1
Tamil Nadu,vowel,ä,1
Tamil Nadu,vowel,ë,1
Tamil Nadu,vowel,e̞ː,1
Tamil Nadu,vowel,ë̞,1
Tamil Nadu,vowel,ï,1
Tamil Nadu,vowel,ö,1
Tamil Nadu,vowel,o̞,1
Tamil Nadu,vowel,o̞ː,1
Tamil Nadu,vowel,ö̞,1
Tamil Nadu,vowel,ui,1
Tamil Nadu,vowel,üː,1
Tamil Nadu,vowel,u̞,1
Tamil Nadu,vowel,y,1
Tamil Nadu,vowel,yː,1
Tamil Nadu,vowel,æ,1
Tamil Nadu,vowel,æ̞̃,1
Tamil Nadu,vowel,ø,1
Tamil Nadu,vowel,øː,1
Tamil Nadu,vowel,ɐi,1
Tamil Nadu,vowel,ɑ,1
Tamil Nadu,vowel,ɑː,1
Tamil Nadu,vowel,ɔː,1
Tamil Nadu,vowel,əi,1
Tamil Nadu,vowel,əː,1
Tamil Nadu,vowel,ɛː,1
Tamil Nadu,vowel,ɪ̃,1
Tamil Nadu,vowel,ɯ,1
Tamil Nadu,vowel,ɯː,1
Tamil Nadu,vowel,ʊː,1
Tamil Nadu,vowel,ʊ̃,1
Tamil Nadu,vowel,ʊ̈,1
Tamil Nadu,vowel,ʊ̈i,1
Tamil Nadu,vowel,ʊ̞,1
Telangana,consonant,b,3
Telangana,consonant,dz,3
Telangana,consonant,d̪,3
Telangana,consonant,j,3
Telangana,consonant,k,3
Telangana,consonant,l,3
Telangana,consonant,m,3
Telangana,consonant,p,3
Telangana,consonant,s,3
Telangana,consonant,ts,3
Telangana,consonant,t̪,3
Telangana,consonant,w,3
Telangana,consonant,ɖ,3
Telangana,consonant,ɡ,3
Telangana,consonant,ɳ,3
Telangana,consonant,ʈ,3
Telangana,consonant,b̤,2
Telangana,consonant,cç,2
Telangana,consonant,d̪̤,2
Telangana,consonant,h,2
Telangana,consonant,kʰ,2
Telangana,consonant,n,2
Telangana,consonant,n̪,2
Telangana,consonant,pʰ,2
Telangana,consonant,s̪,2
Telangana,consonant,t,2
Telangana,consonant,t̠ʃ,2
Telangana,consonant,t̪ʰ,2
Telangana,consonant,v,2
Telangana,consonant,ŋ,2
Telangana,consonant,ɖ̤,2
Telangana,consonant,ɟʝ,2
Telangana,consonant,ɡʱ,2
Telangana,consonant,ɭ,2
Telangana,consonant,ɾ,2
Telangana,consonant,ʂ,2
Telangana,consonant,ʈʰ,2
Telangana,consonant,bː,1
Telangana,consonant,c,1
Telangana,consonant,cçʰ,1
Telangana,consonant,cʰ,1
Telangana,consonant,d,1
Telangana,consonant,dzː,1
Telangana,consonant,dː,1
Telangana,consonant,d̠ʒ,1
Telangana,consonant,d̤,1
Telangana,consonant,d̤z,1
Telangana,consonant,d̪̤|d̤,1
Telangana,consonant,f,1
Telangana,consonant,kː,1
Telangana,consonant,lː,1
Telangana,consonant,l̪,1
Telangana,consonant,mː,1
Telangana,consonant,nː,1
Telangana,consonant,pː,1
Telangana,consonant,r,1
Telangana,consonant,rː,1
Telangana,consonant,r̠,1
Telangana,consonant,r̠ʲ,1
Telangana,consonant,r̪,1
Telangana,consonant,tsʰ,1
Telangana,consonant,tsː,1
Telangana,consonant,tɕ,1
Telangana,consonant,tː,1
Telangana,consonant,x,1
Telangana,consonant,ç,1
Telangana,consonant,ɕ,1
Telangana,consonant,ɖː,1
Telangana,consonant,ɟ,1
Telangana,consonant,ɟ̤,1
Telangana,consonant,ɟ̤ʝ,1
Telangana,consonant,ɡː,1
Telangana,consonant,ɡ̤,1
Telangana,consonant,ɦ,1
Telangana,consonant,ɭː,1
Telangana,consonant,ɲ,1
Telangana,consonant,ɽ,1
Telangana,consonant,ʃ,1
Telangana,consonant,ʈː,1
Telangana,consonant,ʋ,1
Telangana,consonant,β̞,1
Telangana,consonant,β̞ː,1
Telangana,vowel,a,3
Telangana,vowel,e,3
Telangana,vowel,i,3
Telangana,vowel,o,3
Telangana,vowel,u,3
Telangana,vowel,aː,2
Telangana,vowel,eː,2
Telangana,vowel,iː,2
Telangana,vowel,oː,2
Telangana,vowel,uː,2
Telangana,vowel,ɑ,2
Telangana,vowel,ɛ,2
Telangana,vowel,ɪ,2
Telangana,vowel,ʊ,2
Telangana,vowel,o̞,1
Telangana,vowel,u̞,1
Telangana,vowel,æ,1
Telangana,vowel,æː,1
Telangana,vowel,ɐ,1
Telangana,vowel,ɒː,1
Telangana,vowel,ɔː,1
Telangana,vowel,ə,1
Telangana,vowel,ɛː,1
Telangana,vowel,ɜ,1
Telangana,vowel,ɪː,1
Telangana,vowel,ʊː,1
